img_name,lat,lng,place_id,osm_type,osm_id,osm_key,osm_value,type,accuracy,label,name,postcode,locality,district,city,county,state,country,country_code,housenumber,street
img_16754.jpg,45.37026596069336,8.999021530151367,69208778,way,692376423,highway,unclassified,street,0,"Gudo Visconti, Unione dei Comuni I Fontanili, Milano, Lombardia, 20088, Italia",,20088,,,Gudo Visconti,Milano,Lombardia,Italia,it,,
img_16755.jpg,29.41437530517578,-98.70533752441406,377144731,way,103165560,place,house,house,0,"10778, Bearwolf Bay, Bexar County, Texas, 78245, United States",,78245,,,,Bexar County,Texas,United States,us,10778,Bearwolf Bay
img_16756.jpg,34.34431457519531,134.12570190429688,247120265,way,82494797,highway,tertiary,street,0,"牟礼町牟礼, 高松市, 香川県, 761-0121, 日本",,761-0121,牟礼町牟礼,,高松市,,香川県,日本,jp,,
img_16757.jpg,43.472652435302734,-3.8179972171783447,269688600,way,68340111,highway,secondary,street,0,"Barrio La Torre, Barrio Aviche, Monte, Santander, Cantabria, 39012, España",Barrio La Torre,39012,Barrio La Torre,Barrio Aviche,Santander,Cantabria,Cantabria,España,es,,
img_16758.jpg,6.874330997467041,8.422460556030273,34801559,way,30062977,highway,tertiary,street,0,"Akpam, Oju, Benue, Nigeria",,,,,Akpam,Oju,Benue,Nigeria,ng,,
img_16759.jpg,-12.989957809448242,-74.20845794677734,3169992,way,37719857,highway,unclassified,street,0,"Macachacra, Iguain, Huanta, Ayacucho, Perú",,,,Macachacra,Iguain,Huanta,Ayacucho,Perú,pe,,
img_16760.jpg,-32.92350006103516,27.758325576782227,28967198,way,171441988,highway,tertiary,street,0,"Buffalo City Ward 17, Masibambane, Buffalo City Metropolitan Municipality, Eastern Cape, 5206, South Africa",,5206,,Buffalo City Ward 17,Masibambane,Buffalo City Metropolitan Municipality,Eastern Cape,South Africa,za,,
img_16761.jpg,56.28649520874024,43.58573913574219,185774976,way,141810314,highway,tertiary,street,0,"Нижегородское шоссе, Дзержинск, городской округ Дзержинск, Нижегородская область, Приволжский федеральный округ, 606000, Россия",Нижегородское шоссе,606000,,,Дзержинск,городской округ Дзержинск,Нижегородская область,Россия,ru,,
img_16762.jpg,-2.8226821422576904,106.41788482666016,29232131,way,808655447,highway,trunk,street,0,"31, Pergam, Bangka Selatan, Kepulauan Bangka Belitung, Sumatera, Indonesia",31,,,,Pergam,Bangka Selatan,Kepulauan Bangka Belitung,Indonesia,id,,
img_16763.jpg,9.82800579071045,-73.26106262207031,285066920,way,232573620,highway,residential,street,0,"Carrera 6A, Casacará, Agustín Codazzi, Cesar, RAP Caribe, Colombia",Carrera 6A,,,Casacará,Agustín Codazzi,,Cesar,Colombia,co,,
img_16764.jpg,40.5806999206543,35.66337203979492,190907323,way,15101994,highway,primary,street,0,"Çorum-Amasya yolu, Amasya, Yıldızköy, Amasya Merkez, Amasya, Karadeniz Bölgesi, Türkiye",Çorum-Amasya yolu,,,Amasya,Yıldızköy,Amasya Merkez,Amasya,Türkiye,tr,,
